Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-PhrBundle.json	3357	25	0	728	0	0	0	0	28	2248	0	0	60	0	0	0	0	141	0	0	0	2750	156372	0	0	0	0	107	51	146
fsh-generated/resources/StructureDefinition-PhrComposition.json	1101	8	0	491	1	0	0	0	2	3073	0	0	22	0	0	0	0	47	0	0	0	1014	22481	0	0	0	0	59	37	88
fsh-generated/resources/StructureDefinition-PhrDocumentReference.json	771	7	0	78	0	1	0	0	4	202	0	0	34	0	0	0	0	72	0	0	0	648	14120	3	0	0	0	21	28	65
fsh-generated/resources/StructureDefinition-PhrMedia.json	675	4	0	148	0	0	0	0	2	148	0	0	18	0	0	0	0	20	0	0	0	818	6142	0	0	1	0	5	11	38
fsh-generated/resources/StructureDefinition-PhrPatient.json	691	6	0	191	0	0	0	0	0	150	0	0	5	0	1	0	0	35	0	0	0	770	16112	0	0	0	0	14	73	46
fsh-generated/resources/StructureDefinition-PhrProvenance.json	715	7	0	125	0	0	0	0	5	164	0	0	4	0	0	1	0	29	0	0	0	862	19889	0	0	0	4	11	68	21
fsh-generated/resources/StructureDefinition-SocialMedia.json	5627	4	0	57	0	0	0	0	1	78	0	0	7	0	0	0	0	11	0	0	0	969	17582	0	0	0	0	8	9	19
fsh-generated/resources/StructureDefinition-pcd-sleep-observation.json	1529	4	0	458	1	0	0	0	1	664	0	0	19	0	0	0	0	68	0	0	0	1857	17959	1	0	1	0	14	95	89
fsh-generated/resources/StructureDefinition-pghd-activity.json	4656	14	0	272	0	0	0	0	0	284	0	0	1	0	0	0	0	48	0	0	0	2164	11450	0	0	3	0	53	35	70
fsh-generated/resources/StructureDefinition-pghd-alchol-consumption.json	4729	4	0	152	0	0	0	0	1	243	0	0	12	0	0	0	0	50	0	0	0	2959	14915	6	2	0	1	55	5	41
fsh-generated/resources/StructureDefinition-pghd-alchol-use.json	1589	8	0	145	3	0	0	0	0	352	0	0	32	0	0	0	0	58	0	0	0	1689	12582	0	0	0	0	20	6	52
fsh-generated/resources/StructureDefinition-pghd-audiogram.json	4828	22	0	356	0	0	0	0	0	754	0	0	15	0	0	0	0	85	0	0	0	1602	17087	0	0	1	0	29	12	134
fsh-generated/resources/StructureDefinition-pghd-blood-glucose.json	6989	9	0	946	1	0	0	0	0	440	0	0	21	0	0	0	0	37	0	0	0	2331	16139	0	0	1	0	103	26	71
